,Number,Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_009,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_009,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_009,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_009,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_009,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_009,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_005,Input_C_007,Input_C_008,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Input_C_015_Y,Input_C_015_X,Input_C_016_Y,Input_C_016_X,Input_C_017_Y,Input_C_017_X,Input_C_018_Y,Input_C_018_X,Input_C_019_Y,Input_C_019_X,Input_C_020_Y,Input_C_020_X,Input_C_021_Y,Input_C_021_X,Input_C_022_Y,Input_C_022_X,Input_C_023_Y,Input_C_023_X,Input_C_024_Y,Input_C_024_X,Input_C_025_Y,Input_C_025_X,Input_C_026_Y,Input_C_026_X,Input_C_027_Y,Input_C_027_X,Input_C_028_Y,Input_C_028_X,Input_C_029_Y,Input_C_029_X,Input_C_030_Y,Input_C_030_X,Input_C_031_Y,Input_C_031_X,Input_C_032_Y,Input_C_032_X,Input_C_033_Y,Input_C_033_X,Input_C_034_Y,Input_C_034_X,Input_C_035_Y,Input_C_035_X,Input_C_036_Y,Input_C_036_X,Input_C_037_Y,Input_C_037_X,Input_C_038_Y,Input_C_038_X,Predict
309,Train310,0.0,0.0,0.02,0.04,0.07,0.004,0.013999999999999999,0.005,0.008,0.005,0.004,0.008,0.03,-0.02,-0.03,-0.02,-0.02,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.002,0.01,0.005,0.008,0.004,0.004,0.006,-0.02,-0.02,-0.02,0.1,0.544,0.01,0.01,0.0,0.02,0.05,0.1,0.2,0.01,0.006999999999999999,0.005,0.01,0.004,0.004,-0.02,0.6,0.493,0.03,0.03,0.03,0.0,0.0,0.03,0.06,0.12,0.006,0.004,0.004,0.006,0.005,0.004,0.008,0.03,-0.02,-0.01,-0.02,-0.01,0.1,0.493,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.002,0.005,0.005,0.01,0.004,0.008,0.006,0.05,-0.02,-0.02,-0.01,-0.02,0.4,0.512,0.03,0.03,0.03,0.0,0.02,0.04,0.08,0.006,0.012,0.003,0.005,0.004,0.004,0.01,-0.02,-0.02,-0.02,0.5,0.501,0.01,0.01,3.5,0.002,0.002,3.0,0.03,0.003,0.004,0.005,0.0011,0.0007,0.0018,0.0005,0.0011,0.0007,0.0005,0.0013,0.0008,0.0007,0.0018,0.0005,0.0011,0.0007,0.0005,0.0008,0.0013,834.0,835.0,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.05,0.04,0.01,0.02,0.05,0.02,0.05,0.04,0.03,0.04,0.03,0.01,0.04,0.05,0.03,0.04,0.01,0.004,0.005,0.04,2.0,2.0,4.008,3.306,4.127,4.282,3.011,3.38,1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-2.0,1.0,-1.0,1.0,0.0,-1.0,0.0,-3.0,2.0,-2.0,2.0,-4.0,-1.0,-4.0,-1.0,-4.0,0.0,-2.0,0.0,-2.0,0.01
310,Train311,0.0,0.0,0.0,0.03,0.05,0.004,0.005,0.005,0.01,0.005,0.004,0.004,0.03,-0.02,-0.02,-0.02,-0.02,0.5870000000000001,0.01,0.0,0.01,0.0,0.02,0.04,0.09,0.17,0.01,0.018000000000000002,0.004,0.006,0.003,0.004,0.009000000000000001,-0.01,-0.02,-0.02,0.1,0.556,0.02,0.02,0.0,0.0,0.02,0.03,0.08,0.01,0.005,0.005,0.01,0.003,0.004,-0.02,0.1,0.5720000000000001,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.002,0.018000000000000002,0.004,0.01,0.005,0.006,0.006,0.03,-0.02,-0.02,-0.01,-0.01,0.3,0.537,0.04,0.04,0.03,0.0,0.0,0.02,0.04,0.07,0.002,0.012,0.005,0.01,0.005,0.004,0.004,0.01,-0.02,-0.02,-0.02,-0.02,0.2,0.536,0.02,0.02,0.02,0.02,0.04,0.1,0.18,0.008,0.012,0.004,0.005,0.004,0.004,-0.02,-0.02,-0.01,-0.01,0.1,0.542,0.01,0.01,4.0,0.002,0.0,2.5,0.04,0.003,0.005,0.006,0.0014,0.0007,0.0005,0.0007,0.0003,0.0009,0.0005,0.0006,0.001,0.0007,0.0005,0.0007,0.0003,0.0009,0.0005,0.001,0.0007,835.0,834.0,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.0,0.01,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.02,0.05,0.02,0.02,0.03,0.04,0.01,0.05,0.02,0.02,0.01,0.02,0.05,0.02,0.01,0.02,0.03,0.004,0.002,0.04,1.5,2.0,3.952,3.2089999999999996,3.48,3.6180000000000003,3.1519999999999997,3.2960000000000003,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,-3.0,1.0,-4.0,1.0,-3.0,-1.0,3.0,-1.0,-3.0,1.0,1.0,1.0,-2.0,0.008
311,Train312,0.0,0.0,0.02,0.04,0.07,0.002,0.015,0.004,0.008,0.005,0.004,0.006,-0.02,-0.02,-0.01,-0.01,-0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.004,0.008,0.003,0.008,0.004,-0.01,-0.02,-0.01,0.2,0.6,0.02,0.02,0.0,0.0,0.02,0.04,0.07,0.004,0.008,0.005,0.01,0.004,0.006,-0.01,0.2,0.5,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.05,0.004,0.015,0.004,0.008,0.004,0.006,0.004,-0.03,-0.03,-0.02,-0.02,-0.02,0.2,0.5,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.03,0.002,0.006,0.003,0.01,0.003,0.004,0.004,-0.02,-0.01,-0.03,-0.01,-0.02,0.2,0.6,0.03,0.03,0.03,0.0,0.02,0.05,0.1,0.008,0.008,0.005,0.004,0.006,0.006,-0.02,-0.01,-0.02,-0.02,0.2,0.6,0.02,0.01,4.0,0.0,0.002,2.5,0.02,0.003,0.005,0.005,0.001,0.0011,0.0013,0.0014,0.0019,0.0011,0.001,0.0007,0.0009,0.0011,0.0013,0.0014,0.0019,0.0011,0.001,0.0009,0.001,834.0,834.0,0.02,0.01,0.01,0.0,0.02,0.01,0.02,0.0,0.01,0.01,0.02,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.03,0.05,0.01,0.02,0.01,0.01,0.05,0.02,0.05,0.03,0.04,0.02,0.02,0.05,0.02,0.03,0.006,0.004,0.04,2.0,2.0,2.85,2.98,3.016,3.116,3.217,2.986,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,3.0,0.0,-2.0,1.0,-1.0,1.0,-2.0,-1.0,2.0,-1.0,-2.0,1.0,0.0,1.0,-3.0,0.008
312,Train313,0.0,0.0,0.0,0.03,0.05,0.008,0.012,0.003,0.006,0.004,0.004,0.002,-0.02,-0.02,-0.02,-0.01,-0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.002,0.017,0.005,0.01,0.005,0.004,0.004,-0.02,-0.01,-0.02,0.2,0.6,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.002,0.006,0.005,0.01,0.004,0.006,-0.01,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.08,0.006,0.008,0.005,0.008,0.002,0.006,0.004,0.01,-0.01,-0.02,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.004,0.003,0.003,0.01,0.005,0.004,0.004,0.02,-0.01,-0.02,-0.02,-0.03,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.013999999999999999,0.01,0.003,0.004,0.008,0.006,-0.03,-0.02,-0.02,-0.02,0.2,0.6,0.0,0.0,4.0,0.002,0.002,2.5,0.02,0.004,0.005,0.005,0.0012,0.001,0.0011,0.0008,0.0007,0.0008,0.0006,0.0005,0.0005,0.001,0.0011,0.0008,0.0007,0.0008,0.0006,0.0005,0.0006,834.0,834.0,0.02,0.0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.03,0.05,0.05,0.02,0.05,0.03,0.05,0.04,0.01,0.02,0.05,0.04,0.03,0.02,0.04,0.01,0.02,-0.006,-0.005,0.04,1.0,2.0,2.9930000000000003,4.456,3.3569999999999998,3.15,3.155,2.85,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-4.0,-2.0,-4.0,0.0,-2.0,0.0,-3.0,-1.0,0.0,0.0,-3.0,1.0,-3.0,1.0,-2.0,0.008
313,Train314,0.0,0.0,0.03,0.05,0.1,0.002,0.011000000000000001,0.002,0.008,0.004,0.004,0.004,0.02,-0.02,-0.02,-0.01,-0.02,0.5870000000000001,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.08,0.004,0.008,0.003,0.01,0.003,0.006,0.006,-0.01,-0.02,-0.02,0.1,0.562,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.005,0.008,0.004,0.004,-0.01,0.3,0.493,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.08,0.004,0.006,0.004,0.01,0.004,0.008,0.008,0.02,-0.03,-0.02,-0.02,-0.02,1.5,0.562,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.004,0.008,0.005,0.006,0.006,-0.04,-0.02,-0.01,-0.01,-0.02,0.7,0.581,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.006,0.01,0.005,0.004,0.004,0.004,0.01,-0.02,-0.02,-0.03,0.2,0.5720000000000001,0.01,0.01,3.5,0.002,0.002,2.5,0.03,0.003,0.004,0.006,0.0018,0.0008,0.0007,0.0004,0.0006,0.0005,0.0005,0.0005,0.0008,0.0008,0.0007,0.0004,0.0006,0.0005,0.0005,0.0008,0.0004,834.0,835.0,0.02,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.02,0.0,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.03,0.02,0.01,0.04,0.05,0.05,0.01,0.02,0.04,0.05,0.02,0.04,0.03,0.04,0.02,0.04,0.03,0.006,0.004,0.04,2.0,2.0,3.7489999999999997,3.88,3.616,3.6,3.764,4.165,-1.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-2.0,3.0,-1.0,-2.0,0.0,0.0,0.0,-2.0,1.0,2.0,2.0,-1.0,2.0,-2.0,3.0,0.0,0.01
314,Train315,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.004,0.008,0.002,0.004,0.004,-0.02,-0.02,-0.03,-0.02,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.08,0.002,0.006,0.004,0.01,0.004,0.006,0.006,-0.03,-0.01,-0.02,0.2,0.6,-0.01,-0.01,0.0,0.0,0.03,0.05,0.1,0.002,0.006,0.004,0.01,0.004,0.004,-0.01,0.2,0.5,-0.02,-0.02,-0.02,0.0,0.0,0.02,0.04,0.08,0.002,0.008,0.003,0.008,0.002,0.008,0.004,0.01,-0.02,-0.01,-0.03,-0.03,0.2,0.6,-0.03,-0.03,-0.03,0.0,0.0,0.02,0.04,0.09,0.004,0.008,0.002,0.006,0.004,0.008,0.006,0.02,-0.02,-0.02,-0.02,-0.02,0.2,0.6,-0.02,-0.02,-0.02,0.0,0.0,0.02,0.03,0.004,0.006,0.004,0.004,0.006,0.004,-0.02,-0.01,-0.01,-0.03,0.2,0.6,-0.01,-0.01,4.0,0.002,0.002,2.5,0.02,0.003,0.005,0.005,0.0009,0.001,0.0008,0.0004,0.0007,0.0006,0.0003,0.0005,0.0009,0.001,0.0008,0.0004,0.0007,0.0006,0.0003,0.0009,0.0005,834.0,834.0,0.01,0.01,0.02,0.0,0.02,0.01,0.02,0.0,0.02,0.01,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.03,0.04,0.01,0.02,0.05,0.04,0.05,0.02,0.04,0.03,0.02,0.04,0.02,0.05,0.04,0.02,0.03,0.006999999999999999,0.006,0.04,2.0,2.0,3.495,3.926,3.765,3.7089999999999996,3.5380000000000003,3.8569999999999998,0.0,-1.0,2.0,0.0,-2.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,-1.0,1.0,0.0,-3.0,0.0,-4.0,1.0,-4.0,1.0,-4.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0,-4.0,0.008
315,Train316,0.0,0.0,0.0,0.02,0.03,0.002,0.005,0.005,0.008,0.004,0.004,0.002,-0.02,-0.02,-0.01,-0.02,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.002,0.01,0.003,0.008,0.004,0.006,0.002,-0.04,-0.02,-0.02,0.2,0.6,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.006,0.005,0.01,0.003,0.004,-0.02,0.2,0.6,0.02,0.02,0.02,0.12,0.09,0.05,0.02,0.0,0.002,0.003,0.003,0.008,0.004,0.006,0.004,-0.01,-0.01,-0.02,-0.03,-0.03,0.2,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.006,0.006999999999999999,0.004,0.01,0.005,0.004,0.006,-0.02,-0.02,-0.01,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.002,0.008,0.003,0.004,0.008,0.004,-0.02,-0.01,-0.02,-0.03,0.2,0.5,0.01,0.01,4.2,0.002,0.0,2.5,0.02,0.003,0.005,0.005,0.0014,0.001,0.0006,0.0006,0.0004,0.0005,0.0008,0.0004,0.001,0.001,0.0006,0.0006,0.0004,0.0005,0.0008,0.001,0.0002,834.0,834.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.02,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.01,0.02,0.05,0.04,0.02,0.01,0.02,0.01,0.03,0.04,0.05,0.03,0.01,0.03,0.02,0.01,0.004,0.006999999999999999,0.04,2.0,2.0,3.512,3.508,3.057,3.2289999999999996,3.4789999999999996,3.714,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-2.0,0.0,0.0,3.0,-3.0,2.0,-5.0,-1.0,2.0,-1.0,-3.0,1.0,0.0,0.0,-1.0,0.008
316,Train317,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.003,0.008,0.004,0.004,0.004,0.05,-0.02,-0.02,-0.02,-0.02,0.547,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.1,0.004,0.013999999999999999,0.004,0.008,0.005,0.002,0.002,-0.01,-0.02,-0.02,0.1,0.5820000000000001,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.01,0.003,0.01,0.003,0.006,-0.02,1.2,0.512,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.004,0.01,0.004,0.004,0.002,0.03,-0.02,-0.02,-0.01,-0.02,0.7,0.493,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.004,0.008,0.004,0.002,0.002,-0.02,-0.02,-0.03,-0.02,-0.02,0.2,0.53,0.02,0.02,0.02,0.02,0.04,0.07,0.15,0.002,0.008,0.005,0.002,0.002,0.004,0.01,-0.03,-0.02,-0.04,0.1,0.483,0.0,0.0,3.8,0.0,0.0,2.5,0.02,0.003,0.005,0.006,0.0009,0.0012,0.001,0.0011,0.0009,0.0005,0.0008,0.0005,0.0008,0.0012,0.001,0.0011,0.0009,0.0005,0.0008,0.0008,0.0006,834.0,834.0,0.01,0.01,0.02,0.0,0.02,0.01,0.0,0.02,0.01,0.02,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.03,0.01,0.04,0.05,0.05,0.02,0.04,0.03,0.02,0.03,0.04,0.02,0.03,0.03,0.02,0.04,0.004,0.004,0.04,2.0,2.0,3.011,3.074,4.77,3.755,3.6319999999999997,3.2510000000000003,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0,-3.0,1.0,-4.0,1.0,-1.0,1.0,1.0,2.0,-2.0,2.0,3.0,0.006
317,Train318,0.0,0.0,0.0,0.02,0.04,0.002,0.011000000000000001,0.004,0.01,0.002,0.004,0.008,-0.02,-0.02,-0.02,-0.01,-0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.002,0.005,0.005,0.008,0.004,0.008,0.004,-0.03,-0.02,-0.02,0.2,0.6,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.004,0.008,0.003,0.01,0.003,0.006,-0.02,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.004,0.013999999999999999,0.003,0.01,0.003,0.006,0.004,0.02,-0.03,-0.02,-0.02,-0.01,0.2,0.5,0.03,0.03,0.03,0.0,0.0,0.03,0.07,0.14,0.006,0.006,0.003,0.01,0.005,0.008,0.004,0.01,-0.01,-0.02,-0.01,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.006,0.005,0.005,0.004,0.004,0.004,-0.02,-0.02,-0.03,-0.01,0.2,0.6,0.01,0.01,3.5,0.002,0.002,2.5,0.02,0.003,0.004,0.005,0.0005,0.0007,0.0011,0.0007,0.0012,0.0005,0.0006,0.0007,0.0006,0.0007,0.0011,0.0007,0.0012,0.0005,0.0006,0.0006,0.0011,834.0,834.0,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.94,0.03,0.02,0.03,0.02,0.05,0.01,0.04,0.04,0.05,0.04,0.03,0.02,0.04,0.01,0.01,0.05,0.05,0.03,-0.006999999999999999,-0.006,0.04,2.0,2.0,2.85,2.963,2.987,3.0210000000000004,3.112,3.096,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-4.0,0.0,-4.0,2.0,-4.0,2.0,-5.0,0.0,-4.0,0.0,-4.0,2.0,-3.0,2.0,-3.0,0.008
318,Train319,0.12,0.1,0.05,0.02,0.0,0.002,0.004,0.004,0.006,0.004,0.008,0.004,0.05,-0.04,-0.03,-0.02,-0.02,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.011000000000000001,0.004,0.008,0.004,0.006,0.006,-0.02,-0.01,-0.02,0.5,0.493,0.01,0.01,0.0,0.02,0.04,0.07,0.15,0.01,0.006,0.003,0.01,0.004,0.004,-0.03,0.2,0.493,0.02,0.02,0.02,0.0,0.0,0.02,0.05,0.1,0.01,0.003,0.003,0.008,0.003,0.004,0.008,0.03,-0.02,-0.03,-0.02,-0.02,0.1,0.512,0.04,0.04,0.04,0.0,0.0,0.02,0.04,0.09,0.013999999999999999,0.008,0.004,0.01,0.004,0.006,0.006,-0.04,-0.03,-0.02,-0.02,-0.02,1.0,0.563,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.004,0.006999999999999999,0.004,0.004,0.008,0.004,0.04,-0.02,-0.03,-0.02,0.7,0.53,0.01,0.01,3.5,0.0,0.002,3.0,0.02,0.004,0.004,0.004,0.0009,0.0006,0.0014,0.001,0.0006,0.0012,0.0012,0.0011,0.0009,0.0006,0.0014,0.001,0.0006,0.0012,0.0012,0.0009,0.0008,834.0,834.0,0.01,0.01,0.02,0.0,0.02,0.0,0.02,0.02,0.01,0.01,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.05,0.03,0.04,0.02,0.01,0.01,0.01,0.03,0.02,0.04,0.01,0.02,0.05,0.02,0.04,0.02,0.05,0.04,-0.006,-0.003,0.042,1.0,2.0,3.7439999999999998,4.422,3.6210000000000004,3.583,3.5469999999999997,3.324,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,-3.0,-1.0,-4.0,1.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-3.0,0.0,-2.0,1.0,-3.0,0.008
319,Train320,0.0,0.0,0.0,0.02,0.04,0.004,0.009000000000000001,0.002,0.008,0.004,0.004,0.004,0.02,-0.04,-0.02,-0.03,-0.03,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.004,0.004,0.002,0.004,0.006,-0.05,-0.01,-0.02,0.1,0.593,0.02,0.02,0.0,0.0,0.02,0.04,0.08,0.002,0.004,0.004,0.006,0.004,0.008,-0.03,0.5,0.521,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.004,0.01,0.005,0.01,0.004,0.004,0.006,0.02,-0.04,-0.02,-0.03,-0.04,0.8,0.552,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.002,0.005,0.005,0.008,0.005,0.008,0.004,-0.01,-0.04,-0.02,-0.02,-0.04,0.2,0.573,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.012,0.008,0.004,0.004,0.006,0.006,0.03,-0.04,-0.03,-0.03,1.0,0.583,0.01,0.01,3.5,0.002,0.002,2.5,0.02,0.003,0.005,0.006,0.0011,0.0008,0.0011,0.001,0.0005,0.0009,0.0011,0.001,0.0008,0.0008,0.0011,0.001,0.0005,0.0009,0.0011,0.0008,0.0006,834.0,835.0,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.01,15.96,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.03,0.04,0.01,0.03,0.05,0.03,0.04,0.04,0.02,0.04,0.03,0.04,0.03,0.04,0.02,0.05,0.04,0.006999999999999999,0.004,0.04,2.0,2.0,3.72,4.2,3.9210000000000003,3.68,3.9939999999999998,3.553,0.0,-1.0,1.0,0.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-3.0,1.0,-2.0,1.0,-3.0,0.0,-2.0,0.0,-4.0,1.0,-2.0,2.0,-4.0,0.006
